Name	Version	Channel
ghc-split.x86_64	0.2.2-2.el7	@epel
ghc-syb.x86_64	0.4.0-35.el7	@epel
ghc-tagsoup.x86_64	0.12.8-4.el7	@epel
ghc-tar.x86_64	0.4.0.1-4.el7	@epel
ghc-template-haskell.x86_64	2.8.0.0-26.4.el7	@epel
ghc-temporary.x86_64	1.1.2.4-4.el7	@epel
ghc-texmath.x86_64	0.6.6-2.el7	@epel
ghc-text.x86_64	0.11.3.1-2.el7	@epel
ghc-time.x86_64	1.4.0.1-26.4.el7	@epel
ghc-transformers.x86_64	0.3.0.0-34.el7	@epel
ghc-transformers-base.x86_64	0.4.1-9.el7	@epel
ghc-unix.x86_64	2.6.0.1-26.4.el7	@epel
ghc-unordered-containers.x86_64	0.2.3.0-3.el7	@epel
ghc-utf8-string.x86_64	0.3.7-8.el7	@epel
ghc-vector.x86_64	0.10.0.1-7.el7	@epel
ghc-void.x86_64	0.5.11-3.el7	@epel
ghc-xml.x86_64	1.3.13-2.el7	@epel
ghc-yaml.x86_64	0.8.5.3-2.el7	@epel
ghc-zip-archive.x86_64	0.1.3.4-3.el7	@epel
ghc-zlib.x86_64	0.5.4.1-27.el7	@epel
ghostscript.x86_64	9.25-2.el7_7.3	@base
ghostscript-cups.x86_64	9.25-2.el7_7.3	@base
ghostscript-fonts.noarch	5.50-32.el7	@c7-media
giflib.x86_64	4.1.6-9.el7	@c7-media
git.x86_64	2.24.1-1.ep7	@endpoint
git-core.x86_64	2.24.1-1.ep7	@endpoint
git-core-doc.noarch	2.24.1-1.ep7	@endpoint
gjs.x86_64	1.52.3-1.el7	@c7-media
gl-manpages.noarch	1.1-7.20130122.el7	@base
glade-libs.x86_64	3.22.1-1.el7	@c7-media
glib-networking.x86_64	2.56.1-1.el7	@c7-media
glib2.x86_64	2.56.1-5.el7	@base
glib2-devel.x86_64	2.56.1-5.el7	@base
glibc.i686	2.17-307.el7.1	@base
glibc.x86_64	2.17-307.el7.1	@base
glibc-common.x86_64	2.17-307.el7.1	@base
glibc-devel.x86_64	2.17-307.el7.1	@base
glibc-headers.x86_64	2.17-307.el7.1	@base
glibmm24.x86_64	2.56.0-1.el7	@c7-media
glusterfs.x86_64	3.12.2-18.el7	@c7-media
glusterfs-api.x86_64	3.12.2-18.el7	@c7-media
glusterfs-cli.x86_64	3.12.2-18.el7	@c7-media
glusterfs-client-xlators.x86_64	3.12.2-18.el7	@c7-media
glusterfs-fuse.x86_64	3.12.2-18.el7	@c7-media
glusterfs-libs.x86_64	3.12.2-18.el7	@c7-media
glx-utils.x86_64	8.3.0-10.el7	@c7-media
gmp.x86_64	1:6.0.0-15.el7	@anaconda
gmp-devel.x86_64	1:6.0.0-15.el7	@base
gnome-abrt.x86_64	0.3.4-8.el7	@c7-media
gnome-bluetooth.x86_64	1:3.28.2-1.el7	@c7-media
gnome-bluetooth-libs.x86_64	1:3.28.2-1.el7	@c7-media
gnome-boxes.x86_64	3.28.5-2.el7	@c7-media
gnome-calculator.x86_64	3.28.2-1.el7	@c7-media
gnome-classic-session.noarch	3.28.1-5.el7	@c7-media
gnome-clocks.x86_64	3.28.0-1.el7	@c7-media
gnome-color-manager.x86_64	3.28.0-1.el7	@c7-media
gnome-contacts.x86_64	3.28.2-1.el7	@c7-media
gnome-desktop3.x86_64	3.28.2-2.el7	@c7-media
gnome-dictionary.x86_64	3.26.1-2.el7	@c7-media
gnome-disk-utility.x86_64	3.28.3-1.el7	@c7-media
gnome-font-viewer.x86_64	3.28.0-1.el7	@c7-media
gnome-getting-started-docs.noarch	3.28.2-1.el7	@c7-media
gnome-icon-theme.noarch	3.12.0-1.el7	@c7-media
gnome-icon-theme-extras.noarch	3.12.0-1.el7	@c7-media
gnome-icon-theme-symbolic.noarch	3.12.0-2.el7	@c7-media
gnome-initial-setup.x86_64	3.28.0-1.el7	@c7-media
gnome-keyring.x86_64	3.28.2-1.el7	@c7-media
gnome-keyring-pam.x86_64	3.28.2-1.el7	@c7-media
gnome-menus.x86_64	3.13.3-3.el7	@c7-media
gnome-online-accounts.x86_64	3.28.0-1.el7	@c7-media
gnome-packagekit.x86_64	3.28.0-1.el7	@c7-media
gnome-packagekit-common.x86_64	3.28.0-1.el7	@c7-media
gnome-packagekit-installer.x86_64	3.28.0-1.el7	@c7-media
gnome-packagekit-updater.x86_64	3.28.0-1.el7	@c7-media
gnome-screenshot.x86_64	3.26.0-1.el7	@c7-media
gnome-session.x86_64	3.28.1-5.el7	@c7-media
gnome-session-xsession.x86_64	3.28.1-5.el7	@c7-media
gnome-settings-daemon.x86_64	3.28.1-2.el7	@c7-media
gnome-shell.x86_64	3.28.3-6.el7	@c7-media
gnome-shell-extension-alternate-tab.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-apps-menu.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-common.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-launch-new-instance.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-places-menu.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-top-icons.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-user-theme.noarch	3.28.1-5.el7	@c7-media
gnome-shell-extension-window-list.noarch	3.28.1-5.el7	@c7-media
gnome-software.x86_64	3.28.2-3.el7	@c7-media
gnome-system-log.x86_64	1:3.9.90-3.el7	@c7-media
gnome-system-monitor.x86_64	3.28.2-1.el7	@c7-media
gnome-terminal.x86_64	3.28.2-2.el7	@c7-media
gnome-terminal-nautilus.x86_64	3.28.2-2.el7	@c7-media
gnome-themes-standard.x86_64	3.28-2.el7	@c7-media
gnome-tweak-tool.noarch	3.28.1-2.el7	@c7-media
gnome-user-docs.noarch	3.28.2-1.el7	@c7-media
gnome-video-effects.noarch	0.4.3-1.el7	@c7-media
gnome-weather.noarch	3.26.0-1.el7	@c7-media
gnu-free-fonts-common.noarch	20120503-8.el7	@c7-media
gnu-free-mono-fonts.noarch	20120503-8.el7	@c7-media
gnu-free-sans-fonts.noarch	20120503-8.el7	@c7-media
gnu-free-serif-fonts.noarch	20120503-8.el7	@c7-media
gnupg2.x86_64	2.0.22-5.el7_5	@anaconda
gnutls.x86_64	3.3.29-8.el7	@c7-media
gnutls-dane.x86_64	3.3.29-8.el7	@c7-media
gnutls-utils.x86_64	3.3.29-8.el7	@c7-media
gobject-introspection.x86_64	1.56.1-1.el7	@anaconda
golang.x86_64	1.13.11-1.el7	@epel
golang-bin.x86_64	1.13.11-1.el7	@epel
golang-src.noarch	1.13.11-1.el7	@epel
gom.x86_64	0.3.3-1.el7	@c7-media
google-chrome-stable.x86_64	84.0.4147.89-1	@google-chrome
google-crosextra-caladea-fonts.noarch	1.002-0.4.20130214.el7	@c7-media
google-crosextra-carlito-fonts.noarch	1.103-0.2.20130920.el7	@c7-media
google-noto-emoji-color-fonts.noarch	20180508-4.el7	@c7-media
google-noto-emoji-fonts.noarch	20180508-4.el7	@c7-media
gperftools-libs.x86_64	2.6.1-1.el7	@c7-media
gpgme.x86_64	1.3.2-5.el7	@anaconda
gpm-libs.x86_64	1.20.7-5.el7	@c7-media
gpsbabel.x86_64	1.5.0-2.el7	@epel
graphite2.x86_64	1.3.10-1.el7_3	@c7-media
graphite2-devel.x86_64	1.3.10-1.el7_3	@base
graphviz.x86_64	2.30.1-21.el7	@base
grep.x86_64	2.20-3.el7	@anaconda
grilo.x86_64	0.3.6-1.el7	@c7-media
grilo-plugins.x86_64	0.3.7-1.el7	@c7-media
groff-base.x86_64	1.22.2-8.el7	@anaconda
grub2.x86_64	1:2.02-0.76.el7.centos	@anaconda
grub2-common.noarch	1:2.02-0.76.el7.centos	@anaconda
grub2-pc.x86_64	1:2.02-0.76.el7.centos	@anaconda
grub2-pc-modules.noarch	1:2.02-0.76.el7.centos	@anaconda
grub2-tools.x86_64	1:2.02-0.76.el7.centos	@anaconda
grub2-tools-extra.x86_64	1:2.02-0.76.el7.centos	@anaconda
grub2-tools-minimal.x86_64	1:2.02-0.76.el7.centos	@anaconda
grubby.x86_64	8.28-25.el7	@anaconda
gsettings-desktop-schemas.x86_64	3.28.0-2.el7	@c7-media
gsm.x86_64	1.0.13-11.el7	@c7-media
gsound.x86_64	1.0.2-2.el7	@c7-media
gspell.x86_64	1.6.1-1.el7	@c7-media
gssdp.x86_64	1.0.2-1.el7	@c7-media
gssproxy.x86_64	0.7.0-21.el7	@c7-media
gstreamer.x86_64	0.10.36-7.el7	@c7-media
gstreamer-plugins-bad-free.x86_64	0.10.23-23.el7	@c7-media
gstreamer-plugins-base.x86_64	0.10.36-10.el7	@c7-media
gstreamer-plugins-good.x86_64	0.10.31-13.el7	@c7-media
gstreamer-tools.x86_64	0.10.36-7.el7	@c7-media
gstreamer1.x86_64	1.10.4-2.el7	@c7-media
gstreamer1-plugins-bad-free.x86_64	1.10.4-3.el7	@c7-media
gstreamer1-plugins-base.x86_64	1.10.4-2.el7	@c7-media
gstreamer1-plugins-good.x86_64	1.10.4-2.el7	@c7-media
gstreamer1-plugins-ugly-free.x86_64	1.10.4-3.el7	@c7-media
gtk-update-icon-cache.x86_64	3.22.30-3.el7	@c7-media
gtk-vnc2.x86_64	0.7.0-3.el7	@c7-media
gtk2.x86_64	2.24.31-1.el7	@c7-media
gtk2-immodule-xim.x86_64	2.24.31-1.el7	@c7-media
gtk3.x86_64	3.22.30-3.el7	@c7-media
gtk3-devel.x86_64	3.22.30-3.el7	@base
gtk3-immodule-xim.x86_64	3.22.30-3.el7	@c7-media
gtkmm30.x86_64	3.22.2-1.el7	@c7-media
gtksourceview3.x86_64	3.24.8-1.el7	@c7-media
gtkspell3.x86_64	3.0.3-4.el7	@c7-media
guava.noarch	13.0-6.el7	@c7-media
gucharmap.x86_64	10.0.4-1.el7	@c7-media
gucharmap-libs.x86_64	10.0.4-1.el7	@c7-media
gupnp.x86_64	1.0.2-5.el7	@c7-media
gupnp-av.x86_64	0.12.10-1.el7	@c7-media
gupnp-dlna.x86_64	0.10.5-1.el7	@c7-media
gupnp-igd.x86_64	0.2.5-2.el7	@c7-media
gutenprint.x86_64	5.2.9-18.el7	@c7-media
gutenprint-cups.x86_64	5.2.9-18.el7	@c7-media
gvfs.x86_64	1.36.2-1.el7	@c7-media
gvfs-afc.x86_64	1.36.2-1.el7	@c7-media
gvfs-afp.x86_64	1.36.2-1.el7	@c7-media
gvfs-archive.x86_64	1.36.2-1.el7	@c7-media
gvfs-client.x86_64	1.36.2-1.el7	@c7-media
gvfs-fuse.x86_64	1.36.2-1.el7	@c7-media
gvfs-goa.x86_64	1.36.2-1.el7	@c7-media
gvfs-gphoto2.x86_64	1.36.2-1.el7	@c7-media
gvfs-mtp.x86_64	1.36.2-1.el7	@c7-media
gvfs-smb.x86_64	1.36.2-1.el7	@c7-media
gvnc.x86_64	0.7.0-3.el7	@c7-media
gzip.x86_64	1.5-10.el7	@anaconda
hardlink.x86_64	1:1.0-19.el7	@anaconda
harfbuzz.x86_64	1.7.5-2.el7	@c7-media
harfbuzz-devel.x86_64	1.7.5-2.el7	@base
harfbuzz-icu.x86_64	1.7.5-2.el7	@c7-media
hcoll.x86_64	4.2.2543-1.45101	installed
hdf5.x86_64	1.8.12-11.el7	@epel
hesiod.x86_64	3.2.1-3.el7	@c7-media
hicolor-icon-theme.noarch	0.12-7.el7	@c7-media
highcontrast-qt5.x86_64	0.1-2.el7	@c7-media
highlight.x86_64	3.13-3.el7	@c7-media
hivex.x86_64	1.3.10-6.9.el7	@c7-media
hostname.x86_64	3.13-3.el7	@anaconda
hpijs.x86_64	1:3.15.9-3.el7	@c7-media
hplip-common.x86_64	3.15.9-3.el7	@c7-media
hplip-libs.x86_64	3.15.9-3.el7	@c7-media
http-parser.x86_64	2.7.1-5.el7_4	@c7-media
httpd.x86_64	2.4.6-88.el7.centos	@c7-media
httpd-manual.noarch	2.4.6-88.el7.centos	@c7-media
httpd-tools.x86_64	2.4.6-88.el7.centos	@c7-media
hunspell.x86_64	1.3.2-15.el7	@c7-media
hunspell-en.noarch	0.20121024-6.el7	@c7-media
hunspell-en-GB.noarch	0.20121024-6.el7	@c7-media
hunspell-en-US.noarch	0.20121024-6.el7	@c7-media
hwdata.x86_64	0.252-9.1.el7	@anaconda
hyphen.x86_64	2.8.6-5.el7	@c7-media
ibacm.x86_64	41mlnx1-OFED.4.3.3.0.0.45101	installed
ibdump.x86_64	5.0.0-1.45101	installed
ibsim.x86_64	0.7mlnx1-0.11.g85c342b.45101	installed
ibus.x86_64	1.5.17-2.el7	@c7-media
ibus-chewing.x86_64	1.4.4-14.el7	@c7-media
ibus-gtk2.x86_64	1.5.17-2.el7	@c7-media
ibus-gtk3.x86_64	1.5.17-2.el7	@c7-media
ibus-hangul.x86_64	1.4.2-10.el7	@c7-media
ibus-kkc.x86_64	1.5.18-7.el7	@c7-media
ibus-libpinyin.x86_64	1.6.91-4.el7	@c7-media
ibus-libs.x86_64	1.5.17-2.el7	@c7-media
ibus-m17n.x86_64	1.3.4-13.el7	@c7-media
ibus-rawcode.x86_64	1.3.2-3.el7	@c7-media
ibus-sayura.x86_64	1.3.2-3.el7	@c7-media
ibus-setup.noarch	1.5.17-2.el7	@c7-media
ibus-table.noarch	1.5.0-5.el7	@c7-media
ibus-table-chinese.noarch	1.4.6-3.el7	@c7-media
ibutils.x86_64	1.5.7.1-0.12.gdcaeae2.45101	installed
ibutils2.x86_64	2.1.1-0.100.MLNX20181114.g83af0c3.45101	installed
icedax.x86_64	1.1.11-25.el7	@c7-media
icedtea-web.x86_64	1.7.1-1.el7	@c7-media
imsettings.x86_64	1.6.3-10.el7	@c7-media
imsettings-gsettings.x86_64	1.6.3-10.el7	@c7-media
imsettings-libs.x86_64	1.6.3-10.el7	@c7-media
indent.x86_64	2.2.11-13.el7	@base
infiniband-diags.x86_64	5.0.0.MLNX20181101.2a96f26-0.1.45101	installed
infiniband-diags-compat.x86_64	5.0.0.MLNX20181101.2a96f26-0.1.45101	installed
info.x86_64	5.1-5.el7	@anaconda
initial-setup.x86_64	0.3.9.43-1.el7.centos	@c7-media
initial-setup-gui.x86_64	0.3.9.43-1.el7.centos	@c7-media
initscripts.x86_64	9.49.46-1.el7	@anaconda
iotop.noarch	0.6-4.el7	@c7-media
iowatcher.x86_64	1.0-6.el7	@c7-media
ipa-client.x86_64	4.6.4-10.el7.centos	@c7-media
ipa-client-common.noarch	4.6.4-10.el7.centos	@c7-media
ipa-common.noarch	4.6.4-10.el7.centos	@c7-media
ipmitool.x86_64	1.8.18-7.el7	@base
iproute.x86_64	4.11.0-14.el7	@anaconda
iprutils.x86_64	2.4.16.1-1.el7	@anaconda
ipset.x86_64	6.38-2.el7	@anaconda
ipset-libs.x86_64	6.38-2.el7	@anaconda
iptables.x86_64	1.4.21-28.el7	@anaconda
iputils.x86_64	20160308-10.el7	@anaconda
ipxe-roms-qemu.noarch	20170123-1.git4e85b27.el7_4.1	@c7-media
irqbalance.x86_64	3:1.0.7-11.el7	@anaconda
iscsi-initiator-utils.x86_64	6.2.0.874-10.el7	@c7-media
iscsi-initiator-utils-iscsiuio.x86_64	6.2.0.874-10.el7	@c7-media
iso-codes.noarch	3.46-2.el7	@c7-media
isomd5sum.x86_64	1:1.0.10-5.el7	@c7-media
ivtv-firmware.noarch	2:20080701-26.el7	@anaconda
iw.x86_64	4.3-2.el7	@c7-media
iwl100-firmware.noarch	39.31.5.1-69.el7	@anaconda
iwl1000-firmware.noarch	1:39.31.5.1-69.el7	@anaconda
iwl105-firmware.noarch	18.168.6.1-69.el7	@anaconda
iwl135-firmware.noarch	18.168.6.1-69.el7	@anaconda
iwl2000-firmware.noarch	18.168.6.1-69.el7	@anaconda
iwl2030-firmware.noarch	18.168.6.1-69.el7	@anaconda
iwl3160-firmware.noarch	22.0.7.0-69.el7	@anaconda
iwl3945-firmware.noarch	15.32.2.9-69.el7	@anaconda
iwl4965-firmware.noarch	228.61.2.24-69.el7	@anaconda
iwl5000-firmware.noarch	8.83.5.1_1-69.el7	@anaconda
iwl5150-firmware.noarch	8.24.2.2-69.el7	@anaconda
iwl6000-firmware.noarch	9.221.4.1-69.el7	@anaconda
iwl6000g2a-firmware.noarch	17.168.5.3-69.el7	@anaconda
iwl6000g2b-firmware.noarch	17.168.5.2-69.el7	@anaconda
iwl6050-firmware.noarch	41.28.5.1-69.el7	@anaconda
iwl7260-firmware.noarch	22.0.7.0-69.el7	@anaconda
iwl7265-firmware.noarch	22.0.7.0-69.el7	@anaconda
jackson.noarch	1.9.4-7.el7	@c7-media
jansson.x86_64	2.10-1.el7	@anaconda
jasper-libs.x86_64	1.900.1-33.el7	@c7-media
java-1.7.0-openjdk.x86_64	1:1.7.0.191-2.6.15.5.el7	@c7-media
java-1.7.0-openjdk-headless.x86_64	1:1.7.0.191-2.6.15.5.el7	@c7-media
java-1.8.0-openjdk.x86_64	1:1.8.0.242.b08-0.el7_7	@updates
java-1.8.0-openjdk-devel.x86_64	1:1.8.0.242.b08-0.el7_7	@updates
java-1.8.0-openjdk-headless.x86_64	1:1.8.0.242.b08-0.el7_7	@updates
javamail.noarch	1.4.6-8.el7	@c7-media
javapackages-tools.noarch	3.4.1-11.el7	@c7-media
javassist.noarch	3.16.1-10.el7	@c7-media
jbigkit-libs.x86_64	2.0-11.el7	@c7-media
jline.noarch	1.0-8.el7	@c7-media
joda-convert.noarch	1.3-5.el7	@c7-media
joda-time.noarch	2.2-3.tzdata2013c.el7	@c7-media
jomolhari-fonts.noarch	0.003-17.el7	@c7-media
json-c.x86_64	0.11-4.el7_0	@anaconda
json-glib.x86_64	1.4.2-2.el7	@c7-media
jsr-311.noarch	1.1.1-6.el7	@c7-media
kbd.x86_64	1.15.5-15.el7	@anaconda
kbd-legacy.noarch	1.15.5-15.el7	@anaconda
kbd-misc.noarch	1.15.5-15.el7	@anaconda
kernel.x86_64	3.10.0-957.el7	@anaconda
kernel-devel.x86_64	3.10.0-957.el7	@base
kernel-devel.x86_64	3.10.0-957.21.3.el7	@updates
kernel-headers.x86_64	3.10.0-957.el7	@c7-media
kernel-tools.x86_64	3.10.0-957.el7	@anaconda
kernel-tools-libs.x86_64	3.10.0-957.el7	@anaconda
kexec-tools.x86_64	2.0.15-21.el7	@anaconda
keybinder3.x86_64	0.3.0-1.el7	@c7-media
keyutils.x86_64	1.5.8-3.el7	@c7-media
keyutils-libs.x86_64	1.5.8-3.el7	@anaconda
keyutils-libs-devel.x86_64	1.5.8-3.el7	@base
khmeros-base-fonts.noarch	5.0-17.el7	@c7-media
khmeros-fonts-common.noarch	5.0-17.el7	@c7-media
kmod.x86_64	20-23.el7	@anaconda
kmod-iser.x86_64	4.5-OFED.4.5.1.0.1.1.gb4fdfac.rhel7u6	installed
kmod-isert.x86_64	4.5-OFED.4.5.1.0.1.1.gb4fdfac.rhel7u6	installed
kmod-kernel-mft-mlnx.x86_64	4.11.0-1.rhel7u6	installed
kmod-knem.x86_64	1.1.3.90mlnx1-OFED.4.4.2.5.2.1.g993678c.rhel7u6	installed
kmod-kvdo.x86_64	6.1.1.125-5.el7	@c7-media
kmod-libs.x86_64	20-23.el7	@anaconda
kmod-mlnx-ofa_kernel.x86_64	4.5-OFED.4.5.1.0.1.1.gb4fdfac.rhel7u6	installed
kmod-srp.x86_64	4.5-OFED.4.5.1.0.1.1.gb4fdfac.rhel7u6	installed
knem.x86_64	1.1.3.90mlnx1-OFED.4.4.2.5.2.1.g993678c.rhel7u6	installed
kpartx.x86_64	0.4.9-123.el7	@anaconda
kpatch.noarch	0.6.1-1.el7	@c7-media
krb5-devel.x86_64	1.15.1-37.el7_7.2	@updates
krb5-libs.x86_64	1.15.1-37.el7_7.2	@updates
krb5-workstation.x86_64	1.15.1-37.el7_7.2	@updates
langtable.noarch	0.0.31-3.el7	@c7-media
langtable-data.noarch	0.0.31-3.el7	@c7-media
langtable-python.noarch	0.0.31-3.el7	@c7-media
lapack.x86_64	3.4.2-8.el7	@base
latencytop.x86_64	0.5-13.el7	@c7-media
latencytop-common.x86_64	0.5-13.el7	@c7-media
latencytop-tui.x86_64	0.5-13.el7	@c7-media
latrace.x86_64	0.5.11-6.1.el7	@c7-media
lcms2.x86_64	2.6-3.el7	@c7-media
ldns.x86_64	1.6.16-10.el7	@c7-media
ledmon.x86_64	0.90-1.el7	@c7-media
less.x86_64	458-9.el7	@anaconda
libICE.x86_64	1.0.9-9.el7	@c7-media
libICE-devel.x86_64	1.0.9-9.el7	@base
libRmath.x86_64	3.6.0-1.el7	@epel
libRmath-devel.x86_64	3.6.0-1.el7	@epel
libSM.x86_64	1.2.2-2.el7	@c7-media
libSM-devel.x86_64	1.2.2-2.el7	@base
libX11.x86_64	1.6.5-2.el7	@c7-media
libX11-common.noarch	1.6.5-2.el7	@c7-media
libX11-devel.x86_64	1.6.5-2.el7	@c7-media
libXScrnSaver.x86_64	1.2.2-6.1.el7	@base
libXau.x86_64	1.0.8-2.1.el7	@c7-media
libXau-devel.x86_64	1.0.8-2.1.el7	@c7-media
libXaw.x86_64	1.0.13-4.el7	@base
libXcomposite.x86_64	0.4.4-4.1.el7	@c7-media
libXcomposite-devel.x86_64	0.4.4-4.1.el7	@base
libXcursor.x86_64	1.1.15-1.el7	@c7-media
libXcursor-devel.x86_64	1.1.15-1.el7	@base
libXdamage.x86_64	1.1.4-4.1.el7	@c7-media
libXdamage-devel.x86_64	1.1.4-4.1.el7	@base
libXdmcp.x86_64	1.1.2-6.el7	@c7-media
libXext.x86_64	1.3.3-3.el7	@c7-media
libXext-devel.x86_64	1.3.3-3.el7	@base
libXfixes.x86_64	5.0.3-1.el7	@c7-media
libXfixes-devel.x86_64	5.0.3-1.el7	@base
libXfont2.x86_64	2.0.3-1.el7	@c7-media
libXft.x86_64	2.3.2-2.el7	@c7-media
libXft-devel.x86_64	2.3.2-2.el7	@base
libXi.x86_64	1.7.9-1.el7	@c7-media
libXi-devel.x86_64	1.7.9-1.el7	@base
libXinerama.x86_64	1.1.3-2.1.el7	@c7-media
libXinerama-devel.x86_64	1.1.3-2.1.el7	@base
libXmu.x86_64	1.1.2-2.el7	@c7-media
libXmu-devel.x86_64	1.1.2-2.el7	@base
libXpm.x86_64	3.5.12-1.el7	@c7-media
libXrandr.x86_64	1.5.1-2.el7	@c7-media
libXrandr-devel.x86_64	1.5.1-2.el7	@base
libXrender.x86_64	0.9.10-1.el7	@c7-media
libXrender-devel.x86_64	0.9.10-1.el7	@base
libXres.x86_64	1.2.0-1.el7	@c7-media
libXt.x86_64	1.1.5-3.el7	@c7-media
libXt-devel.x86_64	1.1.5-3.el7	@base
libXtst.x86_64	1.2.3-1.el7	@c7-media
libXv.x86_64	1.0.11-1.el7	@c7-media
libXvMC.x86_64	1.0.10-1.el7	@c7-media
libXxf86dga.x86_64	1.1.4-2.1.el7	@c7-media
libXxf86misc.x86_64	1.0.3-7.1.el7	@c7-media
libXxf86vm.x86_64	1.1.4-1.el7	@c7-media
libXxf86vm-devel.x86_64	1.1.4-1.el7	@base
libacl.x86_64	2.2.51-14.el7	@anaconda
libaec.x86_64	1.0.4-1.el7	@epel
libaio.x86_64	0.3.109-13.el7	@c7-media
libao.x86_64	1.1.0-8.el7	@c7-media
libappindicator-gtk3.x86_64	12.10.0-13.el7	@base
libappstream-glib.x86_64	0.7.8-2.el7	@c7-media
libarchive.x86_64	3.1.2-10.el7_2	@c7-media
libargon2.x86_64	20161029-3.el7	@epel
libassuan.x86_64	2.1.0-3.el7	@anaconda
libasyncns.x86_64	0.8-7.el7	@c7-media
libatasmart.x86_64	0.19-6.el7	@c7-media
libattr.x86_64	2.4.46-13.el7	@anaconda
libavc1394.x86_64	0.5.3-14.el7	@c7-media
libbasicobjects.x86_64	0.1.1-32.el7	@c7-media
libbeegfs-ib.x86_64	20:7.1.4-el7	@beegfs
libblkid.x86_64	2.23.2-61.el7_7.1	@updates
libblockdev.x86_64	2.18-3.el7	@c7-media
libblockdev-crypto.x86_64	2.18-3.el7	@c7-media
libblockdev-fs.x86_64	2.18-3.el7	@c7-media
libblockdev-loop.x86_64	2.18-3.el7	@c7-media
libblockdev-mdraid.x86_64	2.18-3.el7	@c7-media
libblockdev-nvdimm.x86_64	2.18-3.el7	@c7-media
libblockdev-part.x86_64	2.18-3.el7	@c7-media
libblockdev-swap.x86_64	2.18-3.el7	@c7-media
libblockdev-utils.x86_64	2.18-3.el7	@c7-media
libbluray.x86_64	0.2.3-5.el7	@c7-media
libburn.x86_64	1.2.8-4.el7	@c7-media
libbytesize.x86_64	1.2-1.el7	@c7-media
libcacard.x86_64	40:2.5.2-2.el7	@c7-media
libcanberra.x86_64	0.30-5.el7	@c7-media
libcanberra-gtk2.x86_64	0.30-5.el7	@c7-media
libcanberra-gtk3.x86_64	0.30-5.el7	@c7-media
libcap.x86_64	2.22-9.el7	@anaconda
libcap-ng.x86_64	0.7.5-4.el7	@anaconda
libcdio.x86_64	0.92-3.el7	@c7-media
libcdio-paranoia.x86_64	10.2+0.90-11.el7	@c7-media
libcgroup.x86_64	0.41-20.el7	@c7-media
libcgroup-tools.x86_64	0.41-20.el7	@c7-media
libchamplain.x86_64	0.12.16-2.el7	@c7-media
libchamplain-gtk.x86_64	0.12.16-2.el7	@c7-media
libchewing.x86_64	0.3.4-6.el7	@c7-media
libcollection.x86_64	0.7.0-32.el7	@c7-media
libcom_err.x86_64	1.42.9-16.el7	@base
libcom_err-devel.x86_64	1.42.9-16.el7	@base
libconfig.x86_64	1.4.9-5.el7	@c7-media
libcroco.x86_64	0.6.12-4.el7	@anaconda
libcurl.x86_64	7.29.0-57.el7	@base
libcurl-devel.x86_64	7.29.0-57.el7	@base
libdaemon.x86_64	0.14-7.el7	@anaconda
libdap.x86_64	3.13.1-2.el7	@epel
libdb.x86_64	5.3.21-24.el7	@anaconda
libdb-devel.x86_64	5.3.21-24.el7	@c7-media
libdb-utils.x86_64	5.3.21-24.el7	@anaconda
libdbusmenu.x86_64	16.04.0-4.el7	@base
libdbusmenu-gtk3.x86_64	16.04.0-4.el7	@base
libdhash.x86_64	0.5.0-32.el7	@c7-media
libdmapsharing.x86_64	2.9.37-1.el7	@c7-media
libdmx.x86_64	1.1.3-3.el7	@c7-media
libdnet.x86_64	1.12-13.1.el7	@c7-media
libdrm.x86_64	2.4.97-2.el7	@base
libdrm-devel.x86_64	2.4.97-2.el7	@base
libdv.x86_64	1.0.0-17.el7	@c7-media
libdvdnav.x86_64	5.0.3-1.el7	@c7-media
libdvdread.x86_64	5.0.3-3.el7	@c7-media
libdwarf.x86_64	20130207-4.el7	@c7-media
libedit.x86_64	3.0-12.20121213cvs.el7	@anaconda
libepoxy.x86_64	1.5.2-1.el7	@c7-media
libepoxy-devel.x86_64	1.5.2-1.el7	@base
liberation-fonts.noarch	1:1.07.2-16.el7	@base
liberation-fonts-common.noarch	1:1.07.2-16.el7	@c7-media
liberation-mono-fonts.noarch	1:1.07.2-16.el7	@c7-media
liberation-narrow-fonts.noarch	1:1.07.2-16.el7	@base
liberation-sans-fonts.noarch	1:1.07.2-16.el7	@c7-media
liberation-serif-fonts.noarch	1:1.07.2-16.el7	@c7-media
libestr.x86_64	0.1.9-2.el7	@anaconda
libevdev.x86_64	1.5.6-1.el7	@c7-media
libevent.x86_64	2.0.21-4.el7	@c7-media
libexif.x86_64	0.6.21-6.el7	@c7-media
libfastjson.x86_64	0.99.4-3.el7	@anaconda
libffi.x86_64	3.0.13-18.el7	@anaconda
libffi-devel.x86_64	3.0.13-18.el7	@base
libfontenc.x86_64	1.1.3-3.el7	@c7-media
libfprint.x86_64	0.8.2-1.el7	@c7-media
libgcab1.x86_64	0.7-4.el7_4	@c7-media
libgcc.x86_64	4.8.5-39.el7	@base
libgcrypt.x86_64	1.5.3-14.el7	@anaconda
